1;2;3;4
4446;"371402";"Penolong Pegawai Penguatkuasa Gred KP29";"Assistant Enforcement Officer Grade KP29"
4447;"371403";"Penolong Pegawai Eksekutif (Penguatkuasaan) Gred L8";"Assistant Executive Officer (Enforcement) Grade L8"
4449;"3715";"PEGAWAI POLIS";"POLICE OFFICER"
4450;"371501";"Inspektor Polis";"Police Inspector"
4451;"371502";"Detektif Polis";"Police Detective"
4452;"371503";"Pegawai Polis";"Police Officer"
4453;"371504";"Ejen Pertanyaan Polis";"Police Inquiry Agent"
4454;"371505";"Pegawai Patrol Polis";"Police Patrol Officer"
4455;"371506";"Detektif Persendirian";"Private Detective"
4456;"371507";"Penyiasat Persendirian";"Private Investigator"
4458;"3716";"PROFESIONAL BERSEKUTU PERTAHANAN AWAM";"CIVIL DEFENCE ASSOCIATE PROFESSIONALS"
4459;"371601";"Inspektor Perkhidmatan Awam";"Civil Service Inspector"
4460;"371602";"Inspektor Pentadbiran Kerajaan";"Government Administration Inspector"
4461;"371603";"Pegawai RELA";"RELA Officer"
4462;"371604";"Askar Wataniah";"Territorial Army"
4463;"371605";"Penolong Pegawai Pertahanan Awam Gred KP29";"Assistant Civil Defence Officer Grade KP29"
4464;"371606";"Penolong Pegawai Keselamatan Gred KP29";"Assistant Security Officer Grade KP29"
4465;"371607";"Penolong Pegawai Eksekutif (Keselamatan) Gred 31";"Assistant Executive Officer (Safety) Grade 31"
4467;"3719";"PROFESIONAL BERSEKUTU BADAN PENGAWALATURAN 
YANG TIDAK DIKELASKAN DI MANA-MANA";"REGULATORY GOVERNMENT ASSOCIATE 
PROFESSIONALS NOT ELSEWHERE CLASSIFIED"
4468;"371901";"Pegawai Lain-lain Pangkat Penguat Kuasa Maritim Gred T5";"Maritime Enforcement Officers Other Ranks Grade T5"
4469;"371902";"Inspektor Harga";"Price Inspector"
4470;"371903";"Inspektor Kebakaran dan Keselamatan";"Fire and Safety Inspector"
4471;"371904";"Inspektor Timbang dan Sukat";"Weight and Measures Inspector"
4472;"371905";"Inspektor Upah";"Wage Inspector"
4473;"371906";"Pegawai Pusat Pengundian";"Electoral Officer"
4474;"371907";"Inspektor Pertanian";"Agricultural Inspector"
4475;"371908";"Inspektor Penternakan";"Livestock Inspector"
4476;"371909";"Inspektor Hutan";"Forestry Inspector"
4477;"371910";"Algojo";"Algojo"
4478;"371911";"Penolong Penguasa Bomba Gred KB29";"Assistant Fire Superintendent Grade KB29"
4479;"371912";"Penolong Penguasa Penjara Gred KA29";"Assistant Prison Superintendent Grade KA29"
4480;"371913";"Penolong Pegawai Siasatan Gred P29";"Assistant Officer, Investigation Grade P29"
4481;"371914";"Penolong Pegawai Siasatan Gred P31";"Assistant Officer, Investigation Grade P31"
4482;"371915";"Penolong Pegawai Siasatan Gred P37";"Assistant Officer, Investigation Grade P37"
4483;"371916";"Penolong Pegawai Perhubungan Perusahaan Gred S29";"Assistant Industrial Relation Officer Grade S29"
4484;"371917";"Penolong Pegawai Pendaftaran Gred KP29";"Assistant Registration Officer Grade KP29"
4486;"4";"PEKERJA SOKONGAN PERKERANIAN";"CLERICAL SUPPORT WORKERS"
4488;"4111";"KERANI AM PEJABAT";"GENERAL OFFICE CLERKS"
4489;"411101";"Pembantu Tadbir (Perkeranian/Operasi) Gred N19";"Administrative Assistant(Clerical/Operation) Grade N19"
4490;"411102";"Pembantu Pentadbir Tanah Gred NT19";"Land Administrative Assistant Grade NT17"
4491;"411103";"Pembantu Tadbir (Pereka) Gred 21";"Administrative Assistant (Designer) Grade 21"
4492;"411104";"Pembantu Tadbir (Perkeranian) Gred 21";"Administrative Assistant (Clerk) Grade 21"
4493;"411105";"Pembantu Tadbir (Kejuruteraan) Gred 21";"Administrative Assistant (Engineering) Grade 21"
4494;"411106";"Pembantu Eksekutif (Pentadbiran dan Sokongan) Gred 3";"Executive Assistant  (Administration and Support) Grade 3"
4495;"411107";"Pembantu Eksekutif (Kejuruteraan) Gred 3";"Executive Assistant  (Engineering) Grade 3"
4496;"411108";"Pembantu Eksekutif (Perkeranian) Gred L11";"Executive Assistant  (Clerical) Grade L11"
4497;"411109";"Kerani Am Pejabat";"General Office Clerk"
4498;"411110";"Kerani Pejabat";"Office Clerk"
4499;"411111";"Kerani Pentadbiran";"Administrative Clerk"
4500;"411112";"Kerani Perkhidmatan Bilik";"Room Service Clerk"
4501;"411113";"Kerani Sulit";"Confidential Clerk"
4502;"411114";"Kerani Surat-Menyurat";"Correspondence Clerk"
4503;"411115";"Ketua Kerani";"Chief Clerk"
4504;"411116";"Ketua Pejabat";"Chief Office"
4505;"411117";"Pembantu Pentadbiran";"Administrative Assistant"
4506;"411118";"Pembantu Tadbir Am";"General Administrative Assistant"
4507;"411119";"Pembantu Tadbir Seni Reka";"Administrative assistant, designer"
4508;"411120";"Pembantu Am Seni Reka (pereka)";"Assistant, designer"
4509;"411121";"Kerani Pentadbiran Gred K1";"Administrative Clerk Grade K1"
4510;"411122";"Pembantu Pentadbiran, Industri Halal";"Administrative Assistant, Halal Industry"
4511;"411123";"Pembantu Pejabat";"Assistant Office"
4512;"411124";"Pekerja Sambilan Harian (Awam)";"Daily part-time worker (Awam)"
4513;"411125";"Pembantu Eksekutif (Ekonomi) Gred 3";"Executive Assistant (Economic) Grade 3"
4514;"411126";"Pembantu Ehwal Ekonomi Gred E19";"Economic Affairs Assistant Grade E19"
4515;"411127";"Pegawai Kerani Gred 14";"Clerk Officer Grade 14"
4517;"4121";"SETIAUSAHA (AM)";"SECRETARIES (GENERAL)"
4518;"412101";"Setiausaha Pejabat Gred N29";"Office Secretary Grade N29"
4519;"412102";"Pembantu Setiausaha Pejabat Gred N19";"Assistant Office Secretary Grade N19"
4520;"412103";"Pembantu Tadbir (Kesetiausahaan) Gred 21";"Administrative Assistant (Secretarial) Grade 21"
4521;"412104";"Pembantu Eksekutif (Kesetiausahaan) Gred 3";"Executive Assistant (Secretarial) Grade 3"
4522;"412105";"Pembantu Tadbir Kesetiausahaan";"Secretarial Administrative Assistant"
4523;"412106";"Pembantu Pentadbiran (Kesetiausahaan)";"Administrative Assistant (Secretarial)"
4524;"412107";"Setiausaha";"Secretary"
4525;"412108";"Setiausaha Sulit";"Confidential Secretary"
4526;"412109";"Setiausaha Trengkas";"Stenography Secretary"
4527;"412110";"Setiausaha Jualan";"Sales Secretary"
4528;"412111";"Setiausaha Sekolah";"School Secretary"
4529;"412112";"Pembantu Setiausaha Pejabat";"Office Assistant Secretary"
4530;"412113";"Setiausaha/Pembantu Setiausaha Gred 19";"Secretary/Assistant Secretary Grade 19"
4532;"4131";"JURUTAIP";"TYPIST"
4533;"413101";"Jurutaip";"Typist"
4534;"413102";"Jurutrengkas";"Stenographer"
4535;"413103";"Jurutaip Audio";"Audio Typist"
4536;"413104";"Pembantu Am Jurutaip";"General Assistant Typist"
4538;"4132";"KERANI KEMASUKAN DATA";"DATA ENTRY CLERKS"
4539;"413201";"Kerani Indeks";"Index Clerk"
4540;"413202";"Kerani Rekod";"Records Clerk"
4541;"413203";"Pembantu Am Sistem Maklumat (Operator Mesin Prosesan Data)";"Information Technology General Assistant (data-processing machine operator)"
4542;"413204";"Kerani Kemasukan Data Komputer";"Computer Data Entry Clerk"
4543;"413205";"Operator Kemasukan Data";"Data Entry Operator"
4544;"413206";"Kerani Kemasukan Bayaran";"Payment Entry Clerk"
4545;"413207";"Kerani Teknologi Maklumat";"Information Technology Clerk"
4546;"413208";"Kerani Sistem Maklumat Pengurusan";"Management Information Systems Clerk"
4547;"413209";"Kerani Kemasukan Data";"Data Entry Clerk"
4549;"4211";"JURUWANG BANK DAN KERANI YANG BERKAITAN";"BANK TELLERS AND RELATED CLERKS"
4550;"421101";"Kerani Pos";"Postal Clerk"
4551;"421102";"Juruwang Bank";"Bank Teller"
4552;"421103";"Kerani Kaunter Wang Tunai";"Cash Counter Clerk"
4553;"421104";"Pengurup Wang";"Money Changer"
4554;"421105";"Kerani Deposit Selamat";"Safe Deposit Clerk"
4555;"421106";"Kerani Bank";"Bank Clerk"
4556;"421107";"Pembantu Bank";"Bank Assistant"
4557;"421108";"Kerani Kaunter Pejabat Pos";"Post office counter clerk"
4559;"4212";"PENERIMA TARUHAN, KRUPIER, DAN PEKERJA PERMAINAN YANG BERKAITAN";"BOOKMAKERS, CROUPIERS AND RELATED GAMING WORKERS"
4560;"421201";"Kerani Kaunter Pertaruhan";"Betting Counter Clerk"
4561;"421202";"Kerani Penerima Taruhan";"Bookmaker Clerk"
4562;"421203";"Krupier";"Croupier"
4563;"421204";"Kerani Kasino";"Casino Clerk"
4565;"4213";"BROKER GADAIAN DAN PEMINJAM WANG";"PAWNBROKERS AND MONEY-LENDERS"
4566;"421301";"Broker Gadaian";"Pawnbroker"
4567;"421302";"Pemberi Pinjam Wang";"Money-Lender"
4569;"4214";"PEMUNGUT HUTANG DAN SEWA, DAN PEKERJA YANG BERKAITAN";"DEBT AND RENT COLLECTORS AND RELATED WORKERS"
4570;"421401";"Pemungut Bayaran";"Payment Collector"
4571;"421402";"Pemungut Bil";"Bill Collector"
4572;"421403";"Pemungut Derma";"Charity Collector"
4573;"421404";"Pemungut Hutang";"Debt Collector"
4574;"421405";"Pemungut Sewa";"Rent Collector"
4575;"421406";"Kerani Sewa";"Rental Clerk"
4576;"421407";"Kerani Sewa Kenderaan Berat";"Heavy Vehicles Rental Clerk"
4577;"421408";"Kerani Sewa Kereta";"Car Rental Clerk"
4579;"4221";"PERUNDING PERJALANAN DAN KERANI YANG BERKAITAN";"TRAVEL CONSULTANTS AND CLERKS"
4580;"422101";"Perunding Pelancongan";"Travel Consultant"
4581;"422102";"Penyelaras Pelancongan";"Travel Coordinator"
4582;"422103";"Kerani Agensi Pelancongan";"Travel Agency Clerk"
4583;"422104";"Kerani Tempahan";"Booking Clerk"
4584;"422105";"Kerani Pelancongan";"Travel Clerk"
4585;"422106";"Kerani Pengeluaran Tiket Perjalanan";"Travel Ticket Issuing Clerk"
4586;"422107";"Kerani Pelancongan Penerbangan";"Travel Air Lines Clerk"
4588;"4222";"KERANI PUSAT PENERANGAN INFORMASI";"CONTACT CENTRE INFORMATION CLERKS"
4589;"422201";"Pembantu Penerangan Gred S19";"Information Assistant Grade S19"
4590;"422202";"Kerani Janji Temu";"Appointments Clerk"
4591;"422203";"Penyelia Perkhidmatan Pelanggan";"Customer Service Supervisor"
4592;"422204";"Kerani Pusat Panggilan";"Call Centre Clerk"
4593;"422205";"Pembantu Perkhidmatan Pelanggan";"Customer Service Assistant"
4594;"422206";"Ejen Pusat Panggilan (Perkhidmatan Pelanggan)";"Call Centre Agent (Customer Service)"
4595;"422207";"Kerani Pusat Perhubungan Informasi Pelanggan";"Customer Contact Centre Information Clerk"
4597;"4223";"OPERATOR TELEFON";"TELEPHONE OPERATORS"
4598;"422301";"Operator Perkhidmatan Telekomunikasi";"Telecommunication Service Operator"
4599;"422302";"Operator Telefon Ibu Sawat Cawangan Persendirian";"Private Branch Exchange Telephone Operator"
4600;"422303";"Operator Telefon Ibu Sawat Telefon";"Telephone Exchange Telephone Operator"
4601;"422304";"Telefonis";"Telephonist"
4602;"422305";"Penyelia Perkhidmatan Telekomunikasi";"Telecommunication Service Supervisor"
4603;"422306";"Pembantu Am (Operator  Telefon)";"General Assistant (Telephone Operator)"
4604;"422307";"Operator Perkhidmatan Menjawab Telefon";"Answering service operator"
4605;"422308";"Operator Telefon";"Telephone Operator"
4607;"4224";"PENYAMBUT TETAMU";"RECEPTIONISTS"
4608;"422401";"Penyambut Tetamu";"Receptionist"
4609;"422402";"Penyambut Tetamu Perubatan";"Medical Receptionist"
4610;"422403";"Penyambut Tetamu Pergigian";"Dental Receptionist"
4611;"422404";"Penyambut Tetamu Telefon";"Telephone Receptionist"
4612;"422405";"Penyambut Tetamu Pejabat Depan";"Front Office Receptionist"
4613;"422406";"Pembantu Pejabat Depan";"Front Office Assistant"
4614;"422407";"Penyelia Pejabat Depan";"Front Office Supervisor"
4615;"422408";"Personel Pejabat Depan";"Front Office Personnel"
4616;"422409";"Ejen Perkhidmatan Tetamu";"Guest Service Agent"
4617;"422410";"Penyambut Tetamu Hotel";"Hotel Receptionist"
4618;"422411";"Kerani Kaunter Depan, Hotel";"Hotel Front Desk Clerk"
4619;"422412";"Pembantu Tempahan";"Reservation Assistant"
4620;"422413";"Penyelia Tempahan";"Reservation Supervisor"
4621;"422414";"Concierge";"Concierge"
4622;"422415";"Ketua, Concierge";"Chief, Concierge"
4623;"422416";"Penolong Penyelia Pejabat Depan";"Front Office Assistant Supervisor"
4624;"422417";"Pembantu Perkhidmatan Tetamu";"Guest Service Assistant"
4625;"422418";"Ejen Tempahan";"Reservation Agent"
4627;"4225";"KERANI PERTANYAAN";"ENQUIRY CLERKS"
4628;"422501";"Pembantu Tadbir (Khidmat Pelanggan) Gred 21";"Administrative Assistant (Customer Services) Grade 21"
4629;"422502";"Pegawai Khidmat Pelanggan Gred N19";"Customer Service Officer Grade N19"
4630;"422503";"Kerani Aduan Pelanggan";"Customer-Complaints Clerk"
4631;"422504";"Kerani Pertanyaan";"Inquiries Clerk"
4632;"422505";"Kerani Maklumat";"Information Clerk"
4633;"422506";"Pegawai Khidmat Pelanggan Gred 14";"Customer Service Officer Grade 14"
4635;"4226";"PENEMUDUGA TINJAUAN DAN PENYELIDIKAN  PASARAN";"SURVEY AND MARKET RESEARCH INTERVIEWERS"
4636;"422601";"Penemuduga Penyelidikan Pasaran";"Market Research Interviewer"
4637;"422602";"Penemuduga Tinjauan";"Survey Interviewer"
4639;"4229";"PEKERJA MAKLUMAT PELANGGAN YANG TIDAK DIKELASKAN DI MANA-MANA";"CLIENT INFORMATION WORKERS NOT ELSEWHERE CLASSIFIED"
4640;"422901";"Kerani Kemasukan Hospital";"Hospital Admissions Clerk"
4641;"422902";"Penemu Duga Kelayakan";"Eligibility Interviewer"
4642;"422903";"Pakar Kelayakan";"Eligibility Specialist"
4644;"4311";"KERANI PERAKAUNAN, PENGAUDITAN DAN SIMPAN KIRA";"ACCOUNTING, AUDITING AND BOOKKEEPING CLERKS"
4645;"431101";"Pembantu Tadbir (Perakaunan) Gred 21";"Administrative Assistant (Accounting) Grade 21"
4646;"431102";"Pembantu Eksekutif (Perakaunan) Gred 3";"Executive Assistant (Accounting) Grade 3"
4647;"431103";"Kerani Lejar";"Ledger Clerk"
4648;"431104";"Kerani Mesin Simpan Kira";"Book-keeping Machine Clerk"
4649;"431105";"Kerani Simpan Kira";"Book-keeping Clerk"
4650;"431106";"Penyimpan Kira Lejar";"Ledger Bookkeeper"
4651;"431107";"Kerani Akaun";"Account Clerk"
4652;"431108";"Kerani Akaun Belum Bayar";"Accounting Payable Clerk"
4653;"431109";"Kerani Akaun Belum Terima";"Accounting Receivable Clerk"
4654;"431110";"Kerani Akaun dan Promosi";"Account and Promotion Clerk"
4655;"431111";"Kerani Invois";"Invoice Clerk"
4656;"431112";"Kerani Lelong";"Auction Clerk"
4657;"431113";"Kerani Pentadbiran dan Perakaunan";"Administrative and Accounting Clerk"
4658;"431114";"Kerani Audit";"Audit Clerk"
4659;"431115";"Kerani Kawalan Kredit";"Credit Control Clerk"
4660;"431116";"Kerani Kredit";"Credit Clerk"
4661;"431117";"Pembantu Kawalan Kredit";"Credit Control Assistant"
4662;"431118";"Kerani Bil";"Billing Clerk"
4663;"431119";"Kerani Harta";"Property Clerk"
4664;"431120";"Kerani Kos";"Cost Clerk"
4665;"431121";"Kerani Taksiran";"Estimating Clerk"
4666;"431122";"Kerani Pengiraan Kos";"Cost Computing Clerk"
4667;"431123";"Kerani Tunai Pejabat";"Office Cash Clerk"
4668;"431124";"Pembantu Kos";"Cost Assistant"
4669;"431125";"Pembantu Akauntan Gred W19";"Accounting Assistant Grade W19"
4670;"431126";"Pembantu Juruaudit Gred W19";"AuditAssistant Grade W19"
4671;"431127";"Pembantu Tadbir (Pengauditan) Gred 21";"Administrative Assistant (Audit) Grade 21"
4672;"431128";"Pembantu Eksekutif (Pengauditan) Gred 3";"Executive Assistant (Audit) Grade 3"
4673;"431129";"Pembantu Kewangan";"Financial Assistant"
4674;"431130";"Pembantu Akaun";"Accounts Assistant"
4675;"431131";"Pembantu Tadbir Pengauditan";"Administrative Assistant, Auditing"
4676;"431132";"Pembantu Juruteknik Audit Tenaga";"Energy Audit Assistant Technician"
4677;"431133";"Penyimpan Akaun Gred 14";"Account Keeper Grade 14"
4679;"4312";"KERANI PERANGKAAN, KEWANGAN, DAN INSURANS";"STATISTICAL, FINANCE AND INSURANCE CLERKS"
4680;"431201";"Pembantu Tadbir (Kewangan) Gred W19";"Administrative Assistant (Finance) Grade W19"
4681;"431202";"Pembantu Eksekutif (Kewangan) Gred 3";"Executive Assistant  (Finance) Grade 3"
4682;"431203";"Kerani Perangkaan";"Statistical Clerk"
4683;"431204";"Penghitung Data Sosial dan Ekonomi";"Social and Economic Data Enumerator"
4684;"431205";"Penghitung Lapangan";"Field Enumerator"
4685;"431206";"Penghitung Pendapat Umum";"Opinion Polling Enumerator"
4686;"431207";"Penghitung Penyelidikan Pasaran";"Market Research Enumerator"
4687;"431208";"Kerani Penajajaminan Insurans";"Insurance Underwriting Clerk"
4688;"431209";"Kerani Tuntutan";"Claim Clerk"
4689;"431210";"Pembantu Penyelia Insurans Penaja Jaminan";"Assistant Insurance Underwriting Supervisor"
4690;"431211";"Pembantu Pelarasan Insurans";"Insurance Adjustment Assistant"
4691;"431212";"Pembantu Penaja Jaminan Insurans";"Insurance Underwriting Assistant"
4692;"431213";"Pembantu Polisi Insurans";"Insurance Policy Assistant"
4693;"431214";"Pembantu Tuntutan Insurans";"Insurance Claims Assistant"
4694;"431215";"Kerani Kewangan";"Finance Clerk"
4695;"431216";"Kerani Aktuari";"Actuarial Clerk"
4696;"431217";"Kerani Broker Saham";"Brokerage Clerk"
4697;"431218";"Kerani Insurans";"Insurance clerk"
4698;"431219";"Kerani Cukai";"Tax Clerk"
4699;"431220";"Kerani Pelaburan";"Investment Clerk"
4700;"431221";"Kerani Pelarasan";"Adjustment Clerk"
4701;"431222";"Kerani Pembrokeran";"Stockbroker Clerk"
4702;"431223";"Kerani Pendaftaran Saham dan Stok";"Share and Stock Registration Clerk"
4703;"431224";"Kerani Perkadaran";"Rating Clerk"
4704;"431225";"Pembantu Broker";"Assistant Broker"
4705;"431226";"Kerani Bon";"Bond Clerk"
4706;"431227";"Kerani Cagaran";"Collateral Clerk"
4707;"431228";"Kerani Gadai Janji";"Mortgage Clerk"
4708;"431229";"Kerani Rumah Penjelasan Perbankan";"Clerk, Clearing House, Banking"
4709;"431230";"Kerani Kewangan Gred K1";"Finance Clerk Grade K1"
4710;"431231";"Pembantu Perangkaan Gred E19";"Statistical Assistant Grade E19"
4711;"431232";"Pembantu Matematik";"Mathematical Assistant"
4712;"431233";"Pembantu Aktuari";"Actuarial Assistant"
4714;"4313";"KERANI GAJI";"PAYROLL CLERKS"
4715;"431301";"Kerani Gaji";"Payroll Clerk"
4716;"431302";"Kerani Upah";"Wages Clerk"
4717;"431303";"Pembayar Gaji";"Paymaster"
4718;"431304";"Pemproses Gaji";"Payroll Processor"
4720;"4321";"KERANI STOK";"STOCK CLERKS"
4721;"432101";"Kerani Bahan Mentah";"Raw Material Clerk"
4722;"432102";"Kerani Bekalan";"Supply Clerk"
4723;"432103";"Kerani Gudang";"Warehouse Clerk"
4724;"432104";"Kerani Penerimaan";"Receiving Clerk"
4725;"432105";"Kerani Penghantaran dan Penerimaan";"Delivery and Receiving Clerk"
4726;"432106";"Kerani Stor";"Store Clerk"
4727;"432107";"Kerani Stor Bahan Mentah";"Raw Material Store Clerk"
4728;"432108";"Pekerja Stok";"Stock Worker"
4729;"432109";"Pembantu Gudang";"Warehouse Assistant"
4730;"432110";"Pembantu Penerimaan Stor";"Store Receiving Assistant"
4731;"432111";"Pembantu Stor";"Store Assistant"
4732;"432112";"Pengawal Stor";"Store Controller"
4733;"432113";"Penjaga Stor";"Storekeeper"
4734;"432114";"Penjaga Stor Bahan";"Material Storekeeper"
4735;"432115";"Penjaga Stor Barangan Siap";"Finished Goods Storekeeper"
4736;"432116";"Penyelaras Stor";"Store Coordinator"
4737;"432117";"Kerani Kawalan Stok";"Stock Control Clerk"
4738;"432118";"Kerani Kawalan Makanan dan Minuman";"Food and Beverage Control Clerk"
4739;"432119";"Kerani Stok";"Stock Clerk"
4740;"432120";"Kerani Stok Ladang";"Plantation Stock Clerk"
4741;"432121";"Kerani Stok Rekod";"Stock Record Clerk"
4742;"432122";"Kerani Timbangan";"Weighing Clerk"
4743;"432123";"Pengawal Keselamatan Penimbang";"Weighbridge-Security Controller"
4744;"432124";"Kerani Perkapalan";"Shipping Clerk"
4745;"432125";"Kerani Pemeriksa Barang";"Tally Clerk"
4746;"432126";"Kerani Bekalan Linen Hotel dan Penginapan";"Linen Supply Hotel and Lodging Clerk"
4747;"432127";"Kerani Dapur Hotel";"Kitchen Hotel Clerk"
4748;"432128";"Kerani Inventori";"Inventory Clerk"
4749;"432129";"Kerani Pembelian Inventori";"Inventory Purchasing Clerk"
4750;"432130";"Kerani Angkut Barang";"Freight Clerk"
4751;"432131";"Kerani Angkut Barang Laluan";"Freight Routing Clerk"
4752;"432132";"Kerani Angkut Barang Penghantaran";"Freight Despatching Clerk"
4753;"432133";"Kerani Angkut Barang Terimaan";"Freight Receiving Clerk"
4754;"432134";"Kerani Angkut Barang Trafik";"Freight Traffic Clerk"
4755;"432135";"Kerani Kargo";"Cargo Clerk"
4756;"432136";"Kerani Import-Eksport";"Import-Export Clerk"
4757;"432137";"Kerani Penggredan";"Grading Clerk"
4758;"432138";"Kerani Bilik Stor";"Storeroom Clerk"
4759;"432139";"Penyelenggara Stor Gred K1";"Store Maintenance Grade K1"
4760;"432140";"Jurumovan Gred K1";"Mover Grade K1"
4761;"432141";"Kerani Pembelian, Pemprosesan Daging Halal";"Purchasing Clerk, Halal Meat Processing"
4762;"432142";"Pembantu Penjaga Stor";"Assistant Storekeeper"
4764;"4322";"KERANI PENGELUARAN";"PRODUCTION CLERKS"
4765;"432201";"Kerani Pengeluaran";"Clerk, Production"
4766;"432202";"Kerani Kawalan Pengeluaran";"Clerk, Production Control"
4767;"432203";"Kerani Operasi";"Clerk, Operation"
4768;"432204";"Kerani Ladang";"Clerk, Plantation"
4769;"432205";"Kerani Kejuruteraan";"Clerk, Engineering"
4770;"432206";"Kerani Kualiti dan Ekologi";"Clerk, Quality and Ecology"
4771;"432207";"Kerani Pejabat Kilang";"Clerk, Mill Office"
4772;"432208";"Kerani Pembalakan";"Clerk, Logging"
4773;"432209";"Kerani Pembelian Perolehan";"Clerk, Purchasing Material"
4774;"432210";"Kerani Pembungkusan";"Clerk, Packing"
4775;"432211";"Kerani Pemerolehan";"Clerk, Procurement"
4776;"432212";"Kerani Pengurusan Pesanan";"Clerk, Order Management"
4777;"432213";"Kerani Pentadbiran Pengeluaran";"Clerk, Production Administrative"
4778;"432214";"Kerani Penyelenggaraan";"Clerk, Maintenance"
4779;"432215";"Kerani Penyelenggaraan Motor";"Clerk, Motor Maintenance"
4780;"432216";"Kerani Penyelidikan Makanan dan Minuman";"Clerk, Food and Beverage Research"
4781;"432217";"Kerani Perancangan Bahan";"Clerk, Planning Material"
4782;"432218";"Kerani Pesanan Bahan";"Clerk, Order Material"
4783;"432219";"Penyelaras Tapak Pengeluaran";"Production Site Coordinator"
4784;"432220";"Kerani Perkakas";"Clerk, Tooling"
4785;"432221";"Kerani Perkhidmatan";"Clerk, Service"
4786;"432222";"Kerani Tapak";"Clerk, Site"
4787;"432223";"Kerani Loji Janakuasa";"Clerk, Power Plant"
4788;"432224";"Kerani Perancangan Pengeluaran";"Clerk, Planning Production"
4789;"432225";"Kerani Juruteknik";"Clerk, Technician"
4790;"432226";"Kerani Penyelenggara Kemudahan Prasarana";"Clerk, Facilities Maintenance"
4791;"432227";"Kerani Teknikal";"Clerk, Technical"
4792;"432228";"Kerani Jaminan Kualiti";"Clerk, Quality Assurance"
4793;"432229";"Kerani Kawalan Kuantiti";"Clerk, Quality Control"
4794;"432230";"Kerani Jadual (Bahan)";"Schedule Clerk (Materials)"
4795;"432231";"Pembantu Jaminan Mutu Gred K1";"Quality Assurance Assistant Grade K1"
4796;"432232";"Pembantu Jaminan Mutu ";"Quality Assurance Assistant "
4798;"4323";"KERANI PENGANGKUTAN";"TRANSPORTATION CLERKS"
4799;"432301";"Kerani Logistik";"Logistic Clerk"
4800;"432302";"Kerani Pengangkutan";"Transport Clerk"
4801;"432303";"Kerani Tuntutan Pengangkutan";"Claim Clerk, Transportation"
4802;"432304";"Kerani Kawalan, Kereta api";"Control Clerk, Train"
4803;"432305";"Kerani Kawalan, Perkhidmatan Kereta api";"Control Clerk, Railway Service"
4804;"432306";"Kerani Penghantaran, Kereta api";"Dispatch Clerk, Train"
4805;"432307";"Kerani Penghantaran, Landasan Kereta api";"Dispatch Clerk, Railway"
4806;"432308";"Penjaga Yard Kereta api";"Yardmaster Railway"
4807;"432309";"Inspektor, Perkhidmatan Pengangkutan Jalan";"Inspector, Road Transport Services"
4808;"432310";"Inspektor Perkhidmatan Bas";"Inspector, Bus Services"
4809;"432311";"Kerani Kawalan, Perkhidmatan Pengangkutan Jalan";"Control Clerk, Road Transport Services"
4810;"432312";"Kerani Penghantaran, Bas";"Dispatch Clerk, Bus"
4811;"432313";"Kerani Penghantaran, Pengangkutan Jalan";"Dispatch Clerk, Road Transport"
4812;"432314";"Kerani Penghantaran, Trak";"Dispatch Clerk, Truck"
4813;"432315";"Kerani Operasi Pengangkutan Udara";"Air Transport Operations Clerk"
4814;"432316";"Kerani Operasi Penerbangan";"Clerk, Flight Operation"
4815;"432317";"Kerani Penghantaran, Pengangkutan Udara";"Dispatch Clerk, Air Transport"
4816;"432318";"Kerani Trafik";"Clerk, Traffic"
4817;"432319";"Kerani Kawalan Perkhidmatan Pengangkutan Udara";"Control Clerk, Air Transport Service"
4818;"432320";"Kerani Penghantaran, Pesawat";"Dispatch Clerk, Aircraft"
4819;"432321";"Jurudermaga";"Wharfinger"
4820;"432322";"Kerani Perkapalan dan Pembelian";"Clerk, Shipping and Purchasing"
4821;"432323";"Pegawai Feri";"Officer, Ferry"
4822;"432324";"Pengawal Apungan";"Float Master"
4823;"432325";"Kerani Kawalan, Perkhidmatan Pengangkutan Laut";"Control Clerk, Sea Transport Services"
4824;"432326";"Kerani Penghantaran, Bot";"Dispatch Clerk, Boat"
4825;"432327";"Kerani Penghantaran, Saluran Paip Gas";"Dispatch Clerk, Gas Pipeline"
4826;"432328";"Kerani Penghantaran, Saluran Paip Minyak";"Dispatch Clerk, Oil Pipeline"
4827;"432329";"Koordinator Perkapalan";"Coordinator, Shipping"
4828;"432330";"Kerani Penghantaran (Perkhidmatan Pengangkutan)";"Dispatch Clerk, (Transport Service)"
4829;"432331";"Inspektor Perkeranian Perkhidmatan Pengangkutan Kereta Api";"Inspector Clerical Railway Transport Service"
4830;"432332";"Kerani Pengangkutan Barangan Kereta Api";"Clerk, Goods Transportation Railway"
4831;"432333";"Pegawai Tuntutan Kereta Api";"Officer Claims, Railway"
4832;"432334";"Pengawal Perkeranian Perkhidmatan Kereta Api";"Controller, Clerical Railway Service"
4834;"4411";"KERANI PERPUSTAKAAN";"LIBRARY CLERKS"
4835;"441101";"Pembantu Tadbir (Perpustakaan) Gred 21";"Administrative Assistant (Library) Grade 21"
4836;"441102";"Pembantu Eksekutif (Perpustakaan) Gred 3";"Executive Assistant (Library) Grade 3"
4837;"441103";"Kerani Perpustakaan";"Library Clerk"
4838;"441104";"Penyusun Fail Perpustakaan";"Library File compiler"
4839;"441105";"Pembantu Tadbir Perpustakaan";"Library Administrative Assistant"
