;01007011;01-007-011;JOHOR;3
;01007012;01-007-012;JOHOR;4
;01007013;01-007-013;JOHOR;3
;01007014;01-007-014;JOHOR;4
;01007015;01-007-015;JOHOR;4
;01007016;01-007-016;JOHOR;4
;01007017;01-007-017;JOHOR;4
;01007018;01-007-018;JOHOR;3
;01007019;01-007-019;JOHOR;4
;01007020;01-007-020;JOHOR;3
;01007021;01-007-021;JOHOR;3
;01007022;01-007-022;JOHOR;3
;01007023;01-007-023;JOHOR;4
;01007024;01-007-024;JOHOR;4
;01007025;01-007-025;JOHOR;4
;01007026;01-007-026;JOHOR;4
;01007027;01-007-027;JOHOR;2
;01007028;01-007-028;JOHOR;2
;01007029;01-007-029;JOHOR;2
;01007030;01-007-030;JOHOR;2
;01007031;01-007-031;JOHOR;2
;01007032;01-007-032;JOHOR;2
;01007033;01-007-033;JOHOR;2
;01007034;01-007-034;JOHOR;2
;01007035;01-007-035;JOHOR;2
;01007036;01-007-036;JOHOR;2
;01007037;01-007-037;JOHOR;2
;01007038;01-007-038;JOHOR;2
;01007039;01-007-039;JOHOR;2
;01007040;01-007-040;JOHOR;2
;01007041;01-007-041;JOHOR;2
;01007042;01-007-042;JOHOR;2
;01007043;01-007-043;JOHOR;2
;01007044;01-007-044;JOHOR;2
;01007045;01-007-045;JOHOR;2
;01007046;01-007-046;JOHOR;2
;01007047;01-007-047;JOHOR;2
;01007048;01-007-048;JOHOR;2
;01007049;01-007-049;JOHOR;3
;01007050;01-007-050;JOHOR;3
;01007051;01-007-051;JOHOR;3
;01007052;01-007-052;JOHOR;3
;01007053;01-007-053;JOHOR;3
;01007054;01-007-054;JOHOR;3
;01007055;01-007-055;JOHOR;4
;01007056;01-007-056;JOHOR;4
;01007057;01-007-057;JOHOR;4
;01007058;01-007-058;JOHOR;4
;01007059;01-007-059;JOHOR;4
;01007060;01-007-060;JOHOR;4
;01007061;01-007-061;JOHOR;3
;01007062;01-007-062;JOHOR;4
;01007063;01-007-063;JOHOR;4
;01007064;01-007-064;JOHOR;4
;01007065;01-007-065;JOHOR;3
;01007066;01-007-066;JOHOR;3
;01007067;01-007-067;JOHOR;4
;01007068;01-007-068;JOHOR;2
;01007069;01-007-069;JOHOR;2
;01007070;01-007-070;JOHOR;2
;01007071;01-007-071;JOHOR;3
;01007072;01-007-072;JOHOR;3
;01007073;01-007-073;JOHOR;3
;01007074;01-007-074;JOHOR;3
;01007075;01-007-075;JOHOR;3
;01007076;01-007-076;JOHOR;3
;01007077;01-007-077;JOHOR;3
;01007078;01-007-078;JOHOR;4
;01007079;01-007-079;JOHOR;4
;01007080;01-007-080;JOHOR;4
;01007081;01-007-081;JOHOR;4
;01007082;01-007-082;JOHOR;3
;01007083;01-007-083;JOHOR;4
;01007084;01-007-084;JOHOR;4
;01007085;01-007-085;JOHOR;2
;01007086;01-007-086;JOHOR;2
;01007087;01-007-087;JOHOR;2
;01007088;01-007-088;JOHOR;2
;01007089;01-007-089;JOHOR;2
;01007090;01-007-090;JOHOR;3
;01007091;01-007-091;JOHOR;3
;01007092;01-007-092;JOHOR;3
;01007093;01-007-093;JOHOR;3
;01007094;01-007-094;JOHOR;3
;01007095;01-007-095;JOHOR;3
;01007096;01-007-096;JOHOR;3
;01007097;01-007-097;JOHOR;3
;01007098;01-007-098;JOHOR;3
;01007099;01-007-099;JOHOR;3
;01007100;01-007-100;JOHOR;3
;01007101;01-007-101;JOHOR;3
;01007102;01-007-102;JOHOR;3
;01007103;01-007-103;JOHOR;3
;01007104;01-007-104;JOHOR;3
;01007105;01-007-105;JOHOR;3
;01007106;01-007-106;JOHOR;3
;01007107;01-007-107;JOHOR;3
;01007108;01-007-108;JOHOR;3
;01007109;01-007-109;JOHOR;3
;01007110;01-007-110;JOHOR;3
;01007111;01-007-111;JOHOR;4
;01007112;01-007-112;JOHOR;4
;01007113;01-007-113;JOHOR;4
;01007114;01-007-114;JOHOR;4
;01007115;01-007-115;JOHOR;4
;01007116;01-007-116;JOHOR;4
;01007117;01-007-117;JOHOR;2
;01007118;01-007-118;JOHOR;3
;01008001;01-008-001;JOHOR;1
;01008002;01-008-002;JOHOR;1
;01008003;01-008-003;JOHOR;1
;01008004;01-008-004;JOHOR;1
;01008005;01-008-005;JOHOR;1
;01008006;01-008-006;JOHOR;1
;01008007;01-008-007;JOHOR;1
;01008008;01-008-008;JOHOR;1
;01008009;01-008-009;JOHOR;1
;01008010;01-008-010;JOHOR;1
;01008011;01-008-011;JOHOR;1
