"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07299";"Mining of other non-ferrous metal ores n.e.c";"07297, 07299p";"07297";"Mining of platinum"
"";""207-Perlombongan Minyak Mentah dan Gas Asli";"B";"B";"07294";"Amang retreatment";"07294, 07298";"07298";"Amang retreatment"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"07299";"Mining of other non-ferrous metal ores n.e.c";"07297, 07299p";"07299";"Mining of other non-ferrous metal ores n.e.c. "
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"07296";"Mining of rare earth element (REE) ";"07299p";"07299";"Mining of other non-ferrous metal ores n.e.c. "
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08101";"Quarrying of stone for dimension stone industry";"08101";"08101";"Quarrying, rough trimming and sawing of monumental and building stone such as marble, granite (dimension stone), sandstone"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08102";"Activities of extracting and processing non-metallic minerals";"08102, 08103";"08102";"Quarrying, crushing and breaking of limestone"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08102";"Activities of extracting and processing non-metallic minerals";"08102, 08103";"08103";"Mining of gypsum and anhydrite"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08104";"Mining of chalk and uncalcined dolomite";"08104";"08104";"Mining of chalk and uncalcined dolomite"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08105";"Extraction, dredging, breaking and crushing of industrial sand, sand for construction, stone and gravel";"08105, 08106";"08105";"Extraction and dredging of industrial sand, sand for construction and gravel"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08105";"Extraction, dredging, breaking and crushing of industrial sand, sand for construction, stone and gravel";"08105, 08106";"08106";"Breaking and crushing of stone and gravel"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08106";"Mining of silica sand";"08107p";"08107";"Quarrying of sand"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08109";"Quarrying of stone, sand and clay n.e.c.";"08107p, 08999p";"08107";"Quarrying of sand"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08103";"Mining of kaolin";"08108p";"08108";"Mining of clays, refractory clays and kaolin"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08107";"Mining of clays and refractory clays";"08108p";"08108";"Mining of clays, refractory clays and kaolin"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08108";"Quarrying, crushing and breaking of granite";"08109";"08109";"Quarrying, crushing and breaking of granite"
"";""200-Perlombongan Mineral dan Pengkuarian";"B";"B";"08911";"Mining of natural phosphates";"08911";"08911";"Mining of natural phosphates"
